text,label,tokens
[a] smarter and much funnier version of the old police academy flicks .,1,"['smarter', 'and', 'much', 'funnier', 'version', 'of', 'the', 'old', 'police', 'academy', 'flicks']"
"proof once again that if the filmmakers just follow the books , they can't go wrong . better effects , better acting and a hilarious kenneth branagh . an excellent sequel .",1,"['proof', 'once', 'again', 'that', 'if', 'the', 'filmmakers', 'just', 'follow', 'the', 'books', 'they', 'can', 'go', 'wrong', 'better', 'effects', 'better', 'acting', 'and', 'hilarious', 'kenneth', 'branagh', 'an', 'excellent', 'sequel']"
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,1,"['both', 'grand', 'tour', 'through', 'hundred', 'years', 'of', 'russian', 'cultural', 'identity', 'and', 'stunning', 'technical', 'achievement']"
just how these families interact may surprise you .,1,"['just', 'how', 'these', 'families', 'interact', 'may', 'surprise', 'you']"
"allen se atreve a atacar , a atacarse y nos ofrece gags que van de la sonrisa a la risa de larga duración",1,"['allen', 'se', 'atreve', 'atacar', 'atacarse', 'nos', 'ofrece', 'gags', 'que', 'van', 'de', 'la', 'sonrisa', 'la', 'risa', 'de', 'larga', 'duración']"
proves that some movie formulas don't need messing with -- like the big-bug movie .,1,"['proves', 'that', 'some', 'movie', 'formulas', 'don', 'need', 'messing', 'with', 'like', 'the', 'big', 'bug', 'movie']"
a surprisingly funny movie .,1,"['surprisingly', 'funny', 'movie']"
"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .",1,"['this', 'new', 'movie', 'version', 'of', 'the', 'alexandre', 'dumas', 'classic', 'is', 'the', 'stuff', 'of', 'high', 'romance', 'brought', 'off', 'with', 'considerable', 'wit']"
"like all of egoyan's work , ararat is fiercely intelligent and uncommonly ambitious .",1,"['like', 'all', 'of', 'egoyan', 'work', 'ararat', 'is', 'fiercely', 'intelligent', 'and', 'uncommonly', 'ambitious']"
"if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids .",1,"['if', 'big', 'musical', 'number', 'like', 'praise', 'the', 'lord', 'he', 'the', 'god', 'of', 'second', 'chances', 'doesn', 'put', 'you', 'off', 'this', 'will', 'be', 'an', 'enjoyable', 'choice', 'for', 'younger', 'kids']"
. . . fuses the events of her life with the imagery in her paintings so vividly that the artist's work may take on a striking new significance for anyone who sees the film .,1,"['fuses', 'the', 'events', 'of', 'her', 'life', 'with', 'the', 'imagery', 'in', 'her', 'paintings', 'so', 'vividly', 'that', 'the', 'artist', 'work', 'may', 'take', 'on', 'striking', 'new', 'significance', 'for', 'anyone', 'who', 'sees', 'the', 'film']"
"[clooney's] debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh .",1,"['clooney', 'debut', 'can', 'be', 'accused', 'of', 'being', 'bit', 'undisciplined', 'but', 'it', 'has', 'tremendous', 'offbeat', 'sense', 'of', 'style', 'and', 'humor', 'that', 'suggests', 'he', 'was', 'influenced', 'by', 'some', 'of', 'the', 'filmmakers', 'who', 'have', 'directed', 'him', 'especially', 'the', 'coen', 'brothers', 'and', 'steven', 'soderbergh']"
"although made on a shoestring and unevenly acted , conjures a lynch-like vision of the rotting underbelly of middle america .",1,"['although', 'made', 'on', 'shoestring', 'and', 'unevenly', 'acted', 'conjures', 'lynch', 'like', 'vision', 'of', 'the', 'rotting', 'underbelly', 'of', 'middle', 'america']"
a piquant meditation on the things that prevent people from reaching happiness .,1,"['piquant', 'meditation', 'on', 'the', 'things', 'that', 'prevent', 'people', 'from', 'reaching', 'happiness']"
"a timely look back at civil disobedience , anti-war movements and the power of strong voices .",1,"['timely', 'look', 'back', 'at', 'civil', 'disobedience', 'anti', 'war', 'movements', 'and', 'the', 'power', 'of', 'strong', 'voices']"
rifkin's references are . . . impeccable throughout .,1,"['rifkin', 'references', 'are', 'impeccable', 'throughout']"
i'd be lying if i said my ribcage didn't ache by the end of kung pow .,1,"['be', 'lying', 'if', 'said', 'my', 'ribcage', 'didn', 'ache', 'by', 'the', 'end', 'of', 'kung', 'pow']"
"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",1,"['more', 'than', 'their', 'unique', 'residences', 'home', 'movie', 'is', 'about', 'the', 'people', 'who', 'live', 'in', 'them', 'who', 'have', 'carved', 'their', 'own', 'comfortable', 'niche', 'in', 'the', 'world', 'and', 'have', 'been', 'kind', 'enough', 'to', 'share', 'it']"
the movie is ingenious fun . see it .,1,"['the', 'movie', 'is', 'ingenious', 'fun', 'see', 'it']"
the combination of lightness and strictness in this instance gives italian for beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,1,"['the', 'combination', 'of', 'lightness', 'and', 'strictness', 'in', 'this', 'instance', 'gives', 'italian', 'for', 'beginners', 'an', 'amiable', 'aimlessness', 'that', 'keeps', 'it', 'from', 'seeming', 'predictably', 'formulaic']"
"una película oscura , precisa , por momentos grandiosa y casi siempre conmovedora .",1,"['una', 'película', 'oscura', 'precisa', 'por', 'momentos', 'grandiosa', 'casi', 'siempre', 'conmovedora']"
the script is smart and dark - hallelujah for small favors .,1,"['the', 'script', 'is', 'smart', 'and', 'dark', 'hallelujah', 'for', 'small', 'favors']"
"an intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",1,"['an', 'intelligent', 'multi', 'layered', 'and', 'profoundly', 'humanist', 'not', 'to', 'mention', 'gently', 'political', 'meditation', 'on', 'the', 'values', 'of', 'knowledge', 'education', 'and', 'the', 'affects', 'of', 'cultural', 'and', 'geographical', 'displacement']"
"mr . polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",1,"['mr', 'polanski', 'is', 'in', 'his', 'element', 'here', 'alone', 'abandoned', 'but', 'still', 'consoled', 'by', 'his', 'art', 'which', 'is', 'more', 'than', 'he', 'has', 'ever', 'revealed', 'before', 'about', 'the', 'source', 'of', 'his', 'spiritual', 'survival']"
"spectacular in every sense of the word , even if you don' t know an orc from a uruk-hai .",1,"['spectacular', 'in', 'every', 'sense', 'of', 'the', 'word', 'even', 'if', 'you', 'don', 'know', 'an', 'orc', 'from', 'uruk', 'hai']"
"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .",1,"['this', 'isn', 'exactly', 'profound', 'cinema', 'but', 'it', 'good', 'natured', 'and', 'sometimes', 'quite', 'funny']"
"this is a finely written , superbly acted offbeat thriller .",1,"['this', 'is', 'finely', 'written', 'superbly', 'acted', 'offbeat', 'thriller']"
tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script .,1,"['tres', 'greek', 'writer', 'and', 'star', 'nia', 'vardalos', 'has', 'crafted', 'here', 'worldly', 'wise', 'and', 'very', 'funny', 'script']"
os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .,1,"['os', 'problemas', 'têm', 'início', 'partir', 'do', 'momento', 'em', 'que', 'saímos', 'do', 'cinema', 'começamos', 'pensar', 'sobre', 'que', 'acabamos', 'de', 'ver', 'então', 'que', 'sinais', 'realmente', 'desaponta']"
a tasty appetizer that leaves you wanting more .,1,"['tasty', 'appetizer', 'that', 'leaves', 'you', 'wanting', 'more']"
it gives devastating testimony to both people's capacity for evil and their heroic capacity for good .,1,"['it', 'gives', 'devastating', 'testimony', 'to', 'both', 'people', 'capacity', 'for', 'evil', 'and', 'their', 'heroic', 'capacity', 'for', 'good']"
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne",1,"['the', 'film', 'reminds', 'me', 'of', 'vastly', 'improved', 'germanic', 'version', 'of', 'my', 'big', 'fat', 'greek', 'wedding', 'with', 'better', 'characters', 'some', 'genuine', 'quirkiness', 'and', 'at', 'least', 'measure', 'of', 'style', 'the', 'difference', 'is', 'that', 'truly', 'enjoyed', 'most', 'of', 'mostly', 'martha', 'while', 'ne']"
morton deserves an oscar nomination .,1,"['morton', 'deserves', 'an', 'oscar', 'nomination']"
"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",1,"['colorful', 'vibrant', 'introduction', 'to', 'universal', 'human', 'impulse', 'lushly', 'photographed', 'and', 'beautifully', 'recorded']"
"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" .",1,"['the', 'screenplay', 'never', 'lets', 'us', 'forget', 'that', 'bourne', 'was', 'once', 'an', 'amoral', 'assassin', 'just', 'like', 'the', 'ones', 'who', 'are', 'pursuing', 'him', 'there', 'is', 'never', 'really', 'true', 'us', 'versus', 'them']"
the history is fascinating ; the action is dazzling . they just don't work in concert .,1,"['the', 'history', 'is', 'fascinating', 'the', 'action', 'is', 'dazzling', 'they', 'just', 'don', 'work', 'in', 'concert']"
"for those in search of something different , wendigo is a genuinely bone-chilling tale .",1,"['for', 'those', 'in', 'search', 'of', 'something', 'different', 'wendigo', 'is', 'genuinely', 'bone', 'chilling', 'tale']"
a lovely film for the holiday season .,1,"['lovely', 'film', 'for', 'the', 'holiday', 'season']"
"it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ?",1,"['it', 'remains', 'to', 'be', 'seen', 'whether', 'statham', 'can', 'move', 'beyond', 'the', 'crime', 'land', 'action', 'genre', 'but', 'then', 'again', 'who', 'says', 'he', 'has', 'to']"
a hypnotic cyber hymn and a cruel story of youth culture .,1,"['hypnotic', 'cyber', 'hymn', 'and', 'cruel', 'story', 'of', 'youth', 'culture']"
it's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .,1,"['it', 'fairy', 'tale', 'that', 'comes', 'from', 'renowned', 'indian', 'film', 'culture', 'that', 'allows', 'americans', 'to', 'finally', 'revel', 'in', 'its', 'splendor']"
"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1,"['at', 'once', 'subtle', 'and', 'visceral', 'the', 'film', 'never', 'succumbs', 'to', 'the', 'trap', 'of', 'the', 'maudlin', 'or', 'tearful', 'offering', 'instead', 'with', 'its', 'unflinching', 'gaze', 'measure', 'of', 'faith', 'in', 'the', 'future']"
"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",1,"['the', 'performances', 'of', 'the', 'children', 'untrained', 'in', 'acting', 'have', 'an', 'honesty', 'and', 'dignity', 'that', 'breaks', 'your', 'heart']"
"despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",1,"['despite', 'its', 'lavish', 'formalism', 'and', 'intellectual', 'austerity', 'the', 'film', 'manages', 'to', 'keep', 'you', 'at', 'the', 'edge', 'of', 'your', 'seat', 'with', 'its', 'shape', 'shifting', 'perils', 'political', 'intrigue', 'and', 'brushes', 'with', 'calamity']"
"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen , which , in this day and age , is of course the point .",1,"['this', 'rush', 'to', 'profits', 'has', 'created', 'predictably', 'efficient', 'piece', 'of', 'business', 'notable', 'largely', 'for', 'its', 'overwhelming', 'creepiness', 'for', 'an', 'eagerness', 'to', 'create', 'images', 'you', 'wish', 'you', 'hadn', 'seen', 'which', 'in', 'this', 'day', 'and', 'age', 'is', 'of', 'course', 'the', 'point']"
"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",1,"['adams', 'with', 'four', 'scriptwriters', 'takes', 'care', 'with', 'the', 'characters', 'who', 'are', 'so', 'believable', 'that', 'you', 'feel', 'what', 'they', 'feel']"
"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",1,"['completely', 'spooky', 'piece', 'of', 'business', 'that', 'gets', 'under', 'your', 'skin', 'and', 'some', 'plot', 'blips', 'aside', 'stays', 'there', 'for', 'the', 'duration']"
superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,1,"['superbly', 'photographed', 'and', 'staged', 'by', 'mendes', 'with', 'series', 'of', 'riveting', 'set', 'pieces', 'the', 'likes', 'of', 'which', 'mainstream', 'audiences', 'have', 'rarely', 'seen']"
"the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",1,"['the', 'ensemble', 'cast', 'turns', 'in', 'collectively', 'stellar', 'performance', 'and', 'the', 'writing', 'is', 'tight', 'and', 'truthful', 'full', 'of', 'funny', 'situations', 'and', 'honest', 'observations']"
"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",1,"['not', 'quite', 'as', 'miraculous', 'as', 'its', 'dreamworks', 'makers', 'would', 'have', 'you', 'believe', 'but', 'it', 'more', 'than', 'adequately', 'fills', 'the', 'eyes', 'and', 'stirs', 'the', 'emotions']"
a properly spooky film about the power of spirits to influence us whether we believe in them or not .,1,"['properly', 'spooky', 'film', 'about', 'the', 'power', 'of', 'spirits', 'to', 'influence', 'us', 'whether', 'we', 'believe', 'in', 'them', 'or', 'not']"
"the lightest , most breezy movie steven spielberg has made in more than a decade . and the positive change in tone here seems to have recharged him .",1,"['the', 'lightest', 'most', 'breezy', 'movie', 'steven', 'spielberg', 'has', 'made', 'in', 'more', 'than', 'decade', 'and', 'the', 'positive', 'change', 'in', 'tone', 'here', 'seems', 'to', 'have', 'recharged', 'him']"
"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance .",1,"['like', 'edward', 'norton', 'in', 'american', 'history', 'ryan', 'gosling', 'murder', 'by', 'numbers', 'delivers', 'magnetic', 'performance']"
"this is a very funny , heartwarming film . it has fun with the quirks of family life , but it also treats the subject with fondness and respect .",1,"['this', 'is', 'very', 'funny', 'heartwarming', 'film', 'it', 'has', 'fun', 'with', 'the', 'quirks', 'of', 'family', 'life', 'but', 'it', 'also', 'treats', 'the', 'subject', 'with', 'fondness', 'and', 'respect']"
"rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",1,"['rarely', 'indeed', 'almost', 'never', 'is', 'such', 'high', 'wattage', 'brainpower', 'coupled', 'with', 'pitch', 'perfect', 'acting', 'and', 'an', 'exquisite', 'unfakable', 'sense', 'of', 'cinema']"
the leanest and meanest of solondz's misanthropic comedies .,1,"['the', 'leanest', 'and', 'meanest', 'of', 'solondz', 'misanthropic', 'comedies']"
"a dark , quirky road movie that constantly defies expectation .",1,"['dark', 'quirky', 'road', 'movie', 'that', 'constantly', 'defies', 'expectation']"
there are some movies that hit you from the first scene and you know it's going to be a trip . igby goes down is one of those movies .,1,"['there', 'are', 'some', 'movies', 'that', 'hit', 'you', 'from', 'the', 'first', 'scene', 'and', 'you', 'know', 'it', 'going', 'to', 'be', 'trip', 'igby', 'goes', 'down', 'is', 'one', 'of', 'those', 'movies']"
"often messy and frustrating , but very pleasing at its best moments , it's very much like life itself .",1,"['often', 'messy', 'and', 'frustrating', 'but', 'very', 'pleasing', 'at', 'its', 'best', 'moments', 'it', 'very', 'much', 'like', 'life', 'itself']"
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",1,"['burst', 'of', 'color', 'music', 'and', 'dance', 'that', 'only', 'the', 'most', 'practiced', 'curmudgeon', 'could', 'fail', 'to', 'crack', 'smile', 'at']"
"an energetic , violent movie with a momentum that never lets up .",1,"['an', 'energetic', 'violent', 'movie', 'with', 'momentum', 'that', 'never', 'lets', 'up']"
"lasker's canny , meditative script distances sex and love , as byron and luther . . . realize they can't get no satisfaction without the latter .",1,"['lasker', 'canny', 'meditative', 'script', 'distances', 'sex', 'and', 'love', 'as', 'byron', 'and', 'luther', 'realize', 'they', 'can', 'get', 'no', 'satisfaction', 'without', 'the', 'latter']"
it turns out to be smarter and more diabolical than you could have guessed at the beginning .,1,"['it', 'turns', 'out', 'to', 'be', 'smarter', 'and', 'more', 'diabolical', 'than', 'you', 'could', 'have', 'guessed', 'at', 'the', 'beginning']"
cage makes an unusual but pleasantly haunting debut behind the camera .,1,"['cage', 'makes', 'an', 'unusual', 'but', 'pleasantly', 'haunting', 'debut', 'behind', 'the', 'camera']"
noyce has worked wonders with the material .,1,"['noyce', 'has', 'worked', 'wonders', 'with', 'the', 'material']"
"it's mostly a pleasure to watch . and the reason for that is a self-aware , often self-mocking , intelligence .",1,"['it', 'mostly', 'pleasure', 'to', 'watch', 'and', 'the', 'reason', 'for', 'that', 'is', 'self', 'aware', 'often', 'self', 'mocking', 'intelligence']"
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,1,"['the', 'chateau', 'is', 'risky', 'venture', 'that', 'never', 'quite', 'goes', 'where', 'you', 'expect', 'and', 'often', 'surprises', 'you', 'with', 'unexpected', 'comedy']"
"a very well-meaning movie , and it will stand in future years as an eloquent memorial to the world trade center tragedy .",1,"['very', 'well', 'meaning', 'movie', 'and', 'it', 'will', 'stand', 'in', 'future', 'years', 'as', 'an', 'eloquent', 'memorial', 'to', 'the', 'world', 'trade', 'center', 'tragedy']"
"there aren't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs . the big guys .",1,"['there', 'aren', 'many', 'conclusive', 'answers', 'in', 'the', 'film', 'but', 'there', 'is', 'an', 'interesting', 'story', 'of', 'pointed', 'personalities', 'courage', 'tragedy', 'and', 'the', 'little', 'guys', 'vs', 'the', 'big', 'guys']"
"vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop .",1,"['vividly', 'demonstrates', 'that', 'the', 'director', 'of', 'such', 'hollywood', 'blockbusters', 'as', 'patriot', 'games', 'can', 'still', 'turn', 'out', 'small', 'personal', 'film', 'with', 'an', 'emotional', 'wallop']"
a four star performance from kevin kline who unfortunately works with a two star script .,1,"['four', 'star', 'performance', 'from', 'kevin', 'kline', 'who', 'unfortunately', 'works', 'with', 'two', 'star', 'script']"
dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .,1,"['dogtown', 'boys', 'evokes', 'the', 'blithe', 'rebel', 'fantasy', 'with', 'the', 'kind', 'of', 'insouciance', 'embedded', 'in', 'the', 'sexy', 'demise', 'of', 'james', 'dean']"
"if you don't flee , you might be seduced . if you don't laugh , flee .",1,"['if', 'you', 'don', 'flee', 'you', 'might', 'be', 'seduced', 'if', 'you', 'don', 'laugh', 'flee']"
"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",1,"['payne', 'constructs', 'hilarious', 'ode', 'to', 'middle', 'america', 'and', 'middle', 'age', 'with', 'this', 'unlikely', 'odyssey', 'featuring', 'pathetic', 'endearing', 'hero', 'who', 'is', 'all', 'too', 'human']"
"koury frighteningly and honestly exposes one teenager's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",1,"['koury', 'frighteningly', 'and', 'honestly', 'exposes', 'one', 'teenager', 'uncomfortable', 'class', 'resentment', 'and', 'in', 'turn', 'his', 'self', 'inflicted', 'retaliation']"
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,1,"['the', 'santa', 'clause', 'proves', 'itself', 'more', 'streamlined', 'and', 'thought', 'out', 'encounter', 'than', 'the', 'original', 'could', 'ever', 'have', 'hoped', 'to', 'be']"
"now as a former gong show addict , i'll admit it , my only complaint is that we didn't get more re-creations of all those famous moments from the show .",1,"['now', 'as', 'former', 'gong', 'show', 'addict', 'll', 'admit', 'it', 'my', 'only', 'complaint', 'is', 'that', 'we', 'didn', 'get', 'more', 're', 'creations', 'of', 'all', 'those', 'famous', 'moments', 'from', 'the', 'show']"
succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .,1,"['succeeds', 'where', 'its', 'recent', 'predecessor', 'miserably', 'fails', 'because', 'it', 'demands', 'that', 'you', 'suffer', 'the', 'dreadfulness', 'of', 'war', 'from', 'both', 'sides']"
the first bond movie in ages that isn't fake fun .,1,"['the', 'first', 'bond', 'movie', 'in', 'ages', 'that', 'isn', 'fake', 'fun']"
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",1,"['this', 'odd', 'poetic', 'road', 'movie', 'spiked', 'by', 'jolts', 'of', 'pop', 'music', 'pretty', 'much', 'takes', 'place', 'in', 'morton', 'ever', 'watchful', 'gaze', 'and', 'it', 'tribute', 'to', 'the', 'actress', 'and', 'to', 'her', 'inventive', 'director', 'that', 'the', 'journey', 'is', 'such', 'mesmerizing', 'one']"
"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare , but mira nair's film is an absolute delight for all audiences .",1,"['film', 'centering', 'on', 'traditional', 'indian', 'wedding', 'in', 'contemporary', 'new', 'delhi', 'may', 'not', 'sound', 'like', 'specialized', 'fare', 'but', 'mira', 'nair', 'film', 'is', 'an', 'absolute', 'delight', 'for', 'all', 'audiences']"
a weird and wonderful comedy .,1,"['weird', 'and', 'wonderful', 'comedy']"
"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",1,"['the', 'movie', 'should', 'jolt', 'you', 'out', 'of', 'your', 'seat', 'couple', 'of', 'times', 'give', 'you', 'few', 'laughs', 'and', 'leave', 'you', 'feeling', 'like', 'it', 'was', 'worth', 'your', 'seven', 'bucks', 'even', 'though', 'it', 'does', 'turn', 'out', 'to', 'be', 'bit', 'of', 'cheat', 'in', 'the', 'end']"
has the capability of effecting change and inspiring hope .,1,"['has', 'the', 'capability', 'of', 'effecting', 'change', 'and', 'inspiring', 'hope']"
"a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",1,"['first', 'class', 'thoroughly', 'involving', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film']"
labute's careful handling makes the material seem genuine rather than pandering .,1,"['labute', 'careful', 'handling', 'makes', 'the', 'material', 'seem', 'genuine', 'rather', 'than', 'pandering']"
"in between all the emotional seesawing , it's hard to figure the depth of these two literary figures , and even the times in which they lived . but they fascinate in their recklessness .",1,"['in', 'between', 'all', 'the', 'emotional', 'seesawing', 'it', 'hard', 'to', 'figure', 'the', 'depth', 'of', 'these', 'two', 'literary', 'figures', 'and', 'even', 'the', 'times', 'in', 'which', 'they', 'lived', 'but', 'they', 'fascinate', 'in', 'their', 'recklessness']"
"death to smoochy is often very funny , but what's even more remarkable is the integrity of devito's misanthropic vision .",1,"['death', 'to', 'smoochy', 'is', 'often', 'very', 'funny', 'but', 'what', 'even', 'more', 'remarkable', 'is', 'the', 'integrity', 'of', 'devito', 'misanthropic', 'vision']"
"a beautiful , entertaining two hours . you get the idea , though , that kapur intended the film to be more than that .",1,"['beautiful', 'entertaining', 'two', 'hours', 'you', 'get', 'the', 'idea', 'though', 'that', 'kapur', 'intended', 'the', 'film', 'to', 'be', 'more', 'than', 'that']"
"a wonderful , ghastly film .",1,"['wonderful', 'ghastly', 'film']"
"amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop .",1,"['amid', 'the', 'new', 'populist', 'comedies', 'that', 'underscore', 'the', 'importance', 'of', 'family', 'tradition', 'and', 'familial', 'community', 'one', 'would', 'be', 'hard', 'pressed', 'to', 'find', 'movie', 'with', 'bigger', 'fatter', 'heart', 'than', 'barbershop']"
parris' performance is credible and remarkably mature .,1,"['parris', 'performance', 'is', 'credible', 'and', 'remarkably', 'mature']"
'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . ',1,"['enigma', 'is', 'the', 'kind', 'of', 'engaging', 'historical', 'drama', 'that', 'hollywood', 'appears', 'to', 'have', 'given', 'up', 'on', 'in', 'favor', 'of', 'sentimental', 'war', 'movies', 'in', 'the', 'vein', 'of', 'we', 'were', 'soldiers']"
munch's screenplay is tenderly observant of his characters . he watches them as they float within the seas of their personalities . his scenes are short and often unexpected .,1,"['munch', 'screenplay', 'is', 'tenderly', 'observant', 'of', 'his', 'characters', 'he', 'watches', 'them', 'as', 'they', 'float', 'within', 'the', 'seas', 'of', 'their', 'personalities', 'his', 'scenes', 'are', 'short', 'and', 'often', 'unexpected']"
it grabs you in the dark and shakes you vigorously for its duration .,1,"['it', 'grabs', 'you', 'in', 'the', 'dark', 'and', 'shakes', 'you', 'vigorously', 'for', 'its', 'duration']"
"leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",1,"['leigh', 'daring', 'here', 'is', 'that', 'without', 'once', 'denying', 'the', 'hardscrabble', 'lives', 'of', 'people', 'on', 'the', 'economic', 'fringes', 'of', 'margaret', 'thatcher', 'ruinous', 'legacy', 'he', 'insists', 'on', 'the', 'importance', 'of', 'those', 'moments', 'when', 'people', 'can', 'connect', 'and', 'express', 'their', 'love', 'for', 'each', 'other']"
"hashiguchi vividly captures the way young japanese live now , chafing against their culture's manic mix of millennial brusqueness and undying , traditional politesse .",1,"['hashiguchi', 'vividly', 'captures', 'the', 'way', 'young', 'japanese', 'live', 'now', 'chafing', 'against', 'their', 'culture', 'manic', 'mix', 'of', 'millennial', 'brusqueness', 'and', 'undying', 'traditional', 'politesse']"
uneven but a lot of fun .,1,"['uneven', 'but', 'lot', 'of', 'fun']"
i know that i'll never listen to marvin gaye or the supremes the same way again,1,"['know', 'that', 'll', 'never', 'listen', 'to', 'marvin', 'gaye', 'or', 'the', 'supremes', 'the', 'same', 'way', 'again']"
"the two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .",1,"['the', 'two', 'leads', 'nearly', 'perfect', 'in', 'their', 'roles', 'bring', 'heart', 'and', 'reality', 'that', 'buoy', 'the', 'film', 'and', 'at', 'times', 'elevate', 'it', 'to', 'superior', 'crime', 'movie']"
"not as good as the full monty , but a really strong second effort .",1,"['not', 'as', 'good', 'as', 'the', 'full', 'monty', 'but', 'really', 'strong', 'second', 'effort']"
"whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us . if horses could fly , this is surely what they'd look like .",1,"['whenever', 'it', 'threatens', 'to', 'get', 'bogged', 'down', 'in', 'earnest', 'dramaturgy', 'stirring', 'visual', 'sequence', 'like', 'surge', 'through', 'swirling', 'rapids', 'or', 'leap', 'from', 'pinnacle', 'to', 'pinnacle', 'rouses', 'us', 'if', 'horses', 'could', 'fly', 'this', 'is', 'surely', 'what', 'they', 'look', 'like']"
"unfolds as one of the most politically audacious films of recent decades from any country , but especially from france .",1,"['unfolds', 'as', 'one', 'of', 'the', 'most', 'politically', 'audacious', 'films', 'of', 'recent', 'decades', 'from', 'any', 'country', 'but', 'especially', 'from', 'france']"
this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .,1,"['this', 'real', 'life', 'hollywood', 'fairy', 'tale', 'is', 'more', 'engaging', 'than', 'the', 'usual', 'fantasies', 'hollywood', 'produces']"
"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real .",1,"['the', 'graphic', 'carnage', 'and', 're', 'creation', 'of', 'war', 'torn', 'croatia', 'is', 'uncomfortably', 'timely', 'relevant', 'and', 'sickeningly', 'real']"
